compound_id,smiles_raw,iupac_name,lcms_text,provenance_file,provenance_sheet,provenance_row,flag_asterisk
Example 629,CC1=CC2=C/C(C(=O)N(CCC3CCC3)CC3=CC=C(C(F)(F)F)C=N3)=C/C=C\2N=C1N,2-amino-N-(2-cyclobutylethyl)-3-methyl-N-((5-(trifluoromethyl)pyridin-2- yl)methyl)quinoline-6-carboxamide,443.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,445,nan
Example 630,CO/C1=C/C=C\C2=C1OCCC2N(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,2-amino-N-(8-methoxychroman-4- y 1) -3 -methy 1-N - [ [5 -(trifluoromethyl) - 2-pyridyl]methyl]quinoline-6- carboxamide,523.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,446,nan
Example 631,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCCC4=C/N/N=C\43)=C/C2=C1,"2-amino-3-methyl-N-(4,5,6,7- tetrahy dro-2H-indazol-7-y 1) -N- [ [5 - (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide",481.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,447,nan
Example 632,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C(C)C3CCCO3)=C/C2=C1,2-amino-3 -methy 1-N-(1- tetrahy drofuran-2 -y lethy 1) -N- [ [ 5 - (trifluorome thy 1)-2- pyridy l]methyl] quinoline-6- carboxamide,459.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,448,nan
Example 633,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCCC4OCCC43)=C/C2=C1,"N-(2,3,3a,4,5,6,7,7a- octahydrobenzofuran-4-yl)-2-amino- 3-methyl-N-[[5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide",485.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,449,nan
Example 634,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C(C)CC(C)C)=C/C2=C1,"2-amino-N-(l,3-dimethylbuty 1)-3- methyl-N-[ [5-(trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide",445.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,450,nan
Example 635,CC1=C(N)N=C2/N=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C4C=CNC4=NC=C3)=C/C2=C1,"7-amino-6-methyl-N-(lH- pyrrolo[2,3-b]pyridin-4-ylmethyl)-N- [ [ 5 -(trifluoromethyl) -2- pyridyl]methy 1] -1,8-naphthyridine-3 - carboxamide",491.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,451,nan
Example 636,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC4=C(C=C3)C(=O)NC4)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-3 -methy 1-N - [(1 - oxoisoindolin-5 -y l)methy 1] -N- [ [5 - (trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,506.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,452,nan
Example 637,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(N)=O)N=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-N-[(6-carbamoyl-3- py ridy l)methy 1] -3 -methy 1-N - [ [5 - (trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,495.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,453,nan
Example 638,CNC(=O)C1=CC=C(CN(CC2=CC=C(C(F)(F)F)C=N2)C(=O)C2=C/C3=CC(C)=C(N)N=C3/C=C\2)C=C1,2-amino-3 -methy 1-N - [ [4- (methy learbamoy l)pheny 1] methy 1] -N- [ [ 5 -(trifluoromethyl) -2- pyridyl]methyl] quinoline-6- carboxamide,508.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,454,nan
Example 639,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC(Cl)=CC=N3)CC(C)C)=C/C2=C1,2-amino-N-[(4-chloro-2- pyridyl)methyl]-N-isobutyl-3-methyl- quinoline-6-carboxamide,383.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,455,nan
Example 640,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=NC=CC=C3Br)CC(C)C)=C/C2=C1,2-amino-N-[(3-bromo-2- pyridyl)methyl]-N-isobutyl-3-methyl- quinoline-6-carboxamide,427.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,456,nan
Example 641,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C(C)C(C)O)=C/C2=C1,2-amino-N-(2-hydroxy-l -methylpropyl) -3 -methyl-N - [ [5 - (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,433.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,457,nan
Example 642,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C(C)C(C)C)=C/C2=C1,"2-amino-N-(l,2-dimethylpropy 1)-3- methyl-N-[ [5-(trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide",431.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,458,nan
Example 643,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(N4CC=CC4)C=N3)CC(C)C)=C/C2=C1,2-amino-N-isobuty 1-3 -methyl-N - [(4-pyrrolidin-1-ylpheny l)methy 1] quinoline-6-carboxamide,417.3,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,459,nan
Example 644,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC(N4C=NC=N4)=CC=C3)CC(C)C)=C/C2=C1,"2-amino-N-isobuty 1-3 -methyl-N -[[3- (1,2,4-triazol-l- yl)pheny l]methyl] quinoline-6- carboxamide",415.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,460,nan
Example 645,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(N4CCCC4=O)C=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-3-methyl-N-[[4-(2- oxopyrrolidin-1 -y l)pheny l]methyl] -N- [ [ 5 -(trifluoromethyl) -2-pyridyl]methyl] quinoline-6- carboxamide,534.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,461,nan
Example 646,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(N4CCCC4)C=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-3-methyl-N-[(4-pyrrolidin-l- y Ipheny l)methy 1] -N-[ [5 -(trifluorome thy 1)-2-pyridyl]methyl] quinoline-6-carboxamide,520.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,462,nan
Example 647,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C4=NNC=C4)C=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-3-methyl-N-[[4-(lH-pyrazol-3 -y l)pheny l]methy 1] -N- [[5 -(trifluorome thy 1)-2-pyridyl]methyl] quinoline-6-carboxamide,517.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,463,nan
Example 648,CC1=C(N)/N=C2\C=CC(C(=O)N(CC3=CC=CC(N4C=CN=C4)=C3)CC3=CC=C(C(F)(F)F)C=N3)=C\C2=C\1,2-amino-N - [(3 -imidazol-1 - ylphenyl)methyl]-3-methyl-N-[[5- (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,517.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,464,nan
Example 649,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=CC(N4C=NC=N4)=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,"2-amino-3-methyl-N-[[3-(l,2,4- triazol-1 -y l)pheny 1] methy 1] -N- [ [ 5 - (trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide",518.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,465,nan
Example 650,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=CC(C4=NC=CN4)=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-N - [ [3 -(1 H-imidazol-2- yl)pheny l]methyl] -3 -methy l-N-[ [5 - (trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,517.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,466,nan
Example 651,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=CC(N4C=CN=N4)=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-3 -methy 1-N - [ [3 -(triazol-1 - yl)phenyl]methyl]-N-[[5- (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,518.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,467,nan
Example 652,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=CC=CN=C3N3C=NC=N3)=C/C2=C1,"2-amino-3-methyl-N-[[2-(l,2,4- triazol-1 -y 1)-3 -pyridyl] methy 1] -N-[ [5 - (trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide",519.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,468,nan
Example 653,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=CC=CC=C3N3C=CN=C3)=C/C2=C1,2-amino-N-[(2-imidazol-l- ylphenyl)methyl]-3-methyl-N-[[5- (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,517.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,469,nan
Example 654,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=CC=CC=C3N3C=CC=N3)=C/C2=C1,2-amino-3-methyl-N-[(2-pyrazol-l- y Ipheny l)methy 1] -N-[ [5 - (trifluorome thy 1)-2- pyridyl]methy 1] quinoline-6- carboxamide,517.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,470,nan
Example 655,C#CCN(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,2-amino-3-methyl-N-prop-2-ynyl-N- [ [ 5 -(trifluoromethyl) -2- pyridyl]methyl] quinoline-6- carboxamide,399.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,471,nan
Example 656,C#CC(C)N(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,2-amino-3-methy 1-N-(1 -methy Iprop- 2-yny 1) -N- [ [5 -(trifluoromethyl) -2- pyridyl]methyl] quinoline-6- carboxamide,413.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,472,nan
Example 657,CC#CCN(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,2-amino-N-but-2-ynyl-3-methyl-N- [ [ 5 -(trifluoromethyl) -2- pyridyl]methyl] quinoline-6- carboxamide,413.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,473,nan
Example 658,CC1=C(N)N=C2/C=C\C(C(=O)N(CC#CCO)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-N-(4-hydroxybut-2-ynyl)-3- methyl-N-[[5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,429.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,474,nan
Example 659,C#CCCN(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,2-amino-N-but-3-ynyl-3-methyl-N- [ [ 5 -(trifluoromethyl) -2- pyridyl]methyl] quinoline-6- carboxamide,413.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,475,nan
Example 660,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(O)C(F)(F)F)C=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,"2-amino-3-methyl-N-[[4-(2,2,2- trifluoro-1 -hy droxy - ethy l)pheny 1] methy 1]-N-[ [ 5- (trifluorome thy 1)-2-pyridyl]methyl] quinoline-6-carboxamide",549.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,476,nan
Example 661,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(O)C=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-N-[(4- hy droxypheny l)methy 1] -3 -methy 1-N- [ [ 5 -(trifluoromethyl) -2- pyridyl]methyl] quinoline-6- carboxamide,467.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,477,nan
Example 662,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(O)C(F)=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-N - [(3 -fluoro-4-hy droxy - pheny l)methy 1] -3 -methy 1-N - [ [5 - (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,485.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,478,nan
Example 663,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C(C)C3=CC=CC(O)=C3)=C/C2=C1,2-amino-N-[1-(3-hy droxypheny l)ethy 1] -3 -methyl-N-[ [ 5 -(trifluoromethyl) -2-pyridyl]methy 1] quinoline-6-carboxamide,481.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,479,nan
Example 664,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C(C)C3=CC(=O)NC=C3)=C/C2=C1,2-amino-3-methyl-N-[l-(2-oxo-lH- pyridin-4-yl)ethyl]-N-[[5- (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,482.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,480,nan
Example 665,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=NC=CC(Br)=C3)CC(C)C)=C/C2=C1,2-amino-N-[(4-bromo-2- pyridyl)methyl]-N-isobutyl-3-methyl- quinoline-6-carboxamide,427.1,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,481,nan
Example 666,CO/C1=C/C=N\C2=C1CCCC2N(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,"2-amino-N-(4-methoxy-5,6,7,8- tetrahydroquinolin-8-yl)-3-methyl-N- [ [ 5 -(trifluoromethyl) -2- pyridyl]methyl] quinoline-6- carboxamide",522.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,482,nan
Example 667,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCCC4=C3/C=C\C=N/4)=C/C2=C1,"2-amino-3 -methy 1-N-(5,6,7,8- tetrahydroquinolin-5 -y 1)-N- [[5 - (trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide",492.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,483,nan
Example 668,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCC4=C(C=NC(N)=N4)C3)=C/C2=C1,"2-amino-N-(2-amino-5,6,7,8- tetrahydroquinazolin-6-yl)-3-methyl- N-[ [5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide",508.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,484,nan
Example 669,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCC4CCCC4C3)=C/C2=C1,"N-(2,3,3a,4,5,6,7,7a-octahydro-lH- inden-5 -y 1) -2-amino-3 -methy 1-N - [ [5 - (trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide",483.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,485,nan
Example 670,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCC4=C(C3)N=CN4)=C/C2=C1,"2-amino-3-methyl-N-(4,5,6,7- tetrahydro-lH-benzimidazol-5-yl)-N- [ [ 5 -(trifluoromethyl) -2- pyridyl]methyl] quinoline-6- carboxamide",481.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,486,nan
Example 671,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCC4=C(C3)NN=C4)=C/C2=C1,"2-amino-3-methyl-N-(4,5,6,7- tetrahy dro-1 H-indazol-6-y 1) -N-[ [5 - (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide",481.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,487,nan
Example 672,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CCC4=C(C=NN4)C3)=C/C2=C1,"2-amino-3-methyl-N-(4,5,6,7- tetrahy dro-1 H-indazol-5 -y 1) -N-[ [5 - (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide",481.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,488,nan
Example 673,CCN1/N=C\C2=C1CCCC2N(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,"2-amino-N-(l -ethy 1-4,5,6,7- tetrahydroindazol-4-yl)-3-methyl-N- [ [ 5 -(trifluoromethyl) -2- pyridyl]methyl] quinoline-6- carboxamide",509.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,489,nan
Example 674,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CC4=C(C=CC=C4)C3O)=C/C2=C1,2-amino-N-( 1 -hy droxyindan-2-y 1)-3 - methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,493.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,490,nan
Example 675,CC1=C(N)/N=C2\C=CC(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C(C)C3CCOCC3)=C\C2=C\1,2-amino-3 -methy 1-N-(1 - tetrahydropyran-4-ylethyl)-N-[[5- (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,473.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,491,nan
Example 676,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C[C@H]3CC[C@H](O)CC3)=C/C2=C1,2-amino-N-[(4- hy droxycyclohexy l)methy 1] -3 - methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,473.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,492,nan
Example 677,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3CCC(O)C3)=C/C2=C1,2-amino-N-[(3- hydroxycyclopentyl)methyl]-3- methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,459.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,493,nan
Example 678,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3CCCC(O)C3)=C/C2=C1,2-amino-N-[(3- hy droxycyclohexy l)methy 1] -3 - methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,473.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,494,nan
Example 679,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C(C)C(C)N3C=CC=N3)=C/C2=C1,2-amino-3-methy 1-N-(1 -methy 1-2- pyrazol-l-yl-propyl)-N-[[5- (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,483.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,495,nan
Example 680,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(CC(N)=O)C=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-N-[[4-(2-am ino-2-oxo- ethy l)pheny 1] methy 1] -3 -methy 1 -N - [ [5 - (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,508.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,496,nan
Example 681,CCC(C1CCOCC1)N(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,2-amino-3 -methy 1-N-(1 - tetrahydropyran-4-ylpropyl)-N-[[5- (trifluorome thy 1)-2- pyridy l]methyl] quinoline-6- carboxamide,487.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,497,nan
Example 682,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C(CC(N)=O)C3CCOCC3)=C/C2=C1,2-amino-N-(3 -am ino-3 -oxo-1- tetrahy dropyran-4-yl-propyl)-3 - methyl-N-[ [5-(trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,516.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,498,nan
Example 683,CC1=C(N)/N=C2\C=CC(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3CCOCC3)=C\C2=C\1,2-amino-3 -methy 1-N- (tetrahy dropy ran-4 -y Imethy 1) -N- [ [5 - (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,459.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,499,nan
Example 684,CC1=C(N)N=C2/C=N\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C4C=CNC4=NC=C3)=C/C2=C1,"2-amino-3 -methy 1-N-(1H- pyrrolo[2,3-b]pyridin-4-ylmethyl)-N- [ [ 5 -(trifluoromethyl) -2- pyridyl]methy 1] -1,7-naphthyridine-6- carboxamide",492.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,500,nan
Example 685,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=C(F)C=NC=C3F)=C/C2=C1,"2-amino-N - [(3,5 -difluoro-4- py ridy l)methy 1] -3 -methy 1-N -[[4- (trifluoromethyl)phenyl]methyl]quino line-6-carboxamide",487.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,501,nan
Example 686,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC3=CC=NN3C)=C/C2=C1,2-amino-3 -methy 1-N - [(2- methy Ipy razol-3 -y l)methy 1] -N- [ [5 - (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,455.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,502,nan
Example 687,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=NN3C)C/C3=C/C=N\C4=C3C=CN4)=C/C2=C1,"2-amino-3 -methy 1-N - [(2- methylpyrazol-3 -y l)methy 1] -N-(l H- pyrrolo [2,3 -b]pyridin-4- ylmethyl)quinoline-6-carboxamide",426.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,503,nan
Example 688,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(O)C=C3)C/C3=C/C=N\C4=C3C=CN4)=C/C2=C1,"2-amino-N-[(4-hy droxypheny l)methy 1] -3 -methy 1-N-(1 H-pyrrolo [2,3 -b] py ridin-4-ylmethyl)quinoline-6-carboxamide",438.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,504,nan
Example 689,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=CN3)C/C3=C/C=N\C4=C3C=CN4)=C/C2=C1,"2-amino-3 -methy 1-N-(1H- pyrrolo[2,3-b]pyridin-4-ylmethyl)-N- (lH-pyrrol-2-ylmethyl)quinoline-6- carboxamide",411.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,505,nan
Example 690,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=CC=C3O)C/C3=C/C=N\C4=C3C=CN4)=C/C2=C1,"2-amino-N-[(2- hy droxypheny l)methy 1] -3 -methy 1-N- (1 H-pyrrolo [2,3 -b] py ridin-4- ylmethyl)quinoline-6-carboxamide",438.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,506,nan
Example 691,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(N)C=N3)CC3=CNC4=C3C=CC=C4)=C/C2=C1,2-amino-N-[(5-amino-2- py ridy l)methy 1] -N-( 1 H-indol-3 - ylmethyl)-3-methyl-quinoline-6- carboxamide,437.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,507,nan
Example 692,C#CCCCN(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,2-amino-3-methyl-N-pent-4-ynyl-N- [ [ 5 -(trifluoromethyl) -2- pyridyl]methyl] quinoline-6- carboxamide,427.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,508,nan
Example 693,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C(C)CC#N)=C/C2=C1,2-amino-N-(2-cyano-l-methyl-ethyl)- 3-methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,428.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,509,nan
Example 694,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)CC(C)C#N)=C/C2=C1,2-amino-N-(2-cyanopropyl)-3- methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,428.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,510,nan
Example 695,CC1=C(N)N=C2/C=C\C(C(=O)N(CCC3CC3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-N-(2-cyclopropylethyl)-3- methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,429.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,511,nan
Example 696,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C(C)CC3CC3)=C/C2=C1,2-amino-N-(2-cyclopropyl-l-methyl- ethyl)-3-methyl-N-[[5- (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,443.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,512,nan
Example 697,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CC(C#N)C3)=C/C2=C1,2-amino-N-(3 -cyanocyclobutyl) -3 - methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,440.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,513,nan
Example 698,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)C3CC4(C3)CC(F)(F)C4)=C/C2=C1,"2-amino-N-(2,2-difluorospiro[3.3]heptan-6-yl)-3-methyl-N-[ [5-(trifluoromethy 1)-2-pyridyl]methyl] quinoline-6-carboxamide",491.2,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,514,nan
